Order_ID,Order_Date,Customer_ID,Customer_Type,Customer_Since,Region,Acquisition_Channel,Campaign_Name,Impressions,Clicks,Adds_To_Cart,Ad_Spend,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Stock_Level,Reorder_Point,Delivery_Time_Days,Delivery_Status,Return_Flag,Return_Reason,Shipping_Cost,COGS,Profit,Margin %,WeightKg,Country,Adjusted_Delivery_Time_Days
O1001181,24/03/2024,C101169,New,28/05/2024,Domestic,Organic,ORG_Mar_Direct,0,0,0,0,Weight Vests,10kg Weighted Vest,1,119.5,119.5,173,36,3,On-time,No,,10.96,74,34.54,0.29,10.00,Germany,1.50
O1004488,07/10/2024,C101117,New,30/08/2024,Domestic,TikTok,TT_Oct_Challenge,56,1,2,14.1,Static Bar,Adjustable Static Bar,1,135.35,135.35,9,18,1,On-time,Yes,Size,9.93,93,32.42,0.24,8.00,Germany,0.50
O1000889,04/03/2024,C100395,New,20/02/2024,Non-EU,Google,GG_Mar_Brand,100,2,1,51.7,Weight Vests,20kg Weighted Vest,1,145.34,145.34,189,36,7,On-time,No,,29.5,98,17.84,0.12,20.00,USA,3.50
O1002716,21/06/2024,C100513,New,05/03/2024,Non-EU,Organic,ORG_Jun_Community,0,0,0,0,Clothing,Oversized Hoodie,1,72.62,72.62,346,120,11,Late,No,,11.88,25,35.74,0.49,0.70,Norway,5.50
O1002438,06/06/2024,C100547,Returning,05/04/2024,Non-EU,Instagram,IG_Jun_Giveaway,83,1,2,21.15,Static Bar,Adjustable Static Bar,1,141.75,141.75,57,18,9,Late,No,,22.24,93,26.51,0.19,8.00,Switzerland,4.50
O1003170,17/07/2024,C101258,Returning,11/09/2024,Domestic,Instagram,IG_Jul_AthleteDrop,167,2,1,42.3,Workout Rings,Wooden Gymnastic Rings,1,40.92,40.92,139,60,2,On-time,No,,5.24,16,19.68,0.48,1.10,Germany,1.00
O1004323,29/09/2024,C101447,Returning,25/01/2024,EU,Instagram,IG_Sep_Reels,250,3,1,63.45,Weight Vests,10kg Weighted Vest,1,114.94,114.94,25,36,3,On-time,No,,14.63,74,26.31,0.23,10.00,Sweden,1.50
O1000818,29/02/2024,C101314,Returning,28/02/2024,Domestic,Organic,ORG_Feb_Direct,0,0,0,0,Bandages,Elbow Support,1,29.94,29.94,481,90,2,On-time,No,,4.66,9,16.28,0.54,0.25,Germany,1.00
O1001112,19/03/2024,C101408,Returning,13/03/2024,Non-EU,Organic,ORG_Mar_Blog,0,0,0,0,Clothing,Performance T-Shirt,2,43.85,87.7,591,120,6,On-time,Yes,Size,13.97,22,51.73,0.59,0.30,Canada,3.00
O1003490,06/08/2024,C100227,Returning,06/10/2024,Domestic,TikTok,TT_Aug_SparkAds,56,1,2,14.1,Weight Vests,10kg Weighted Vest,1,117.19,117.19,67,36,1,On-time,No,,10.29,74,32.9,0.28,10.00,Germany,0.50
O1002342,02/06/2024,C101118,New,18/10/2024,EU,TikTok,TT_Jun_Creators,56,1,1,14.1,Workout Accessories,Chalk Block,1,15.53,15.53,222,67,4,On-time,No,,9.91,4,1.62,0.10,0.30,Italy,2.00
O1004473,06/10/2024,C101176,New,17/10/2024,EU,Instagram,IG_Oct_AthleteDrop,167,2,1,42.3,Dip Bars,Steel Dip Bars,1,108.53,108.53,14,27,3,On-time,No,,12.36,48,48.17,0.44,5.00,Italy,1.50
O1003843,31/08/2024,C100735,New,10/11/2024,Domestic,Organic,ORG_Aug_Blog,0,0,0,0,Dip Belt,Weighted Dip Belt,1,47.57,47.57,49,37,1,On-time,No,,4.78,19,23.79,0.50,0.80,Germany,0.50
O1001265,30/03/2024,C100721,Returning,05/01/2024,EU,Instagram,IG_Mar_Giveaway,83,1,1,21.15,Dip Belt,Weighted Dip Belt,1,37.16,37.16,176,37,3,On-time,No,,7.38,19,10.78,0.29,0.80,Sweden,1.50
O1000991,11/03/2024,C101449,New,24/09/2024,EU,Organic,ORG_Mar_Direct,0,0,0,0,Workout Rings,Wooden Gymnastic Rings,2,38.29,76.58,305,60,2,On-time,No,,9.92,32,34.66,0.45,1.10,Sweden,1.00
O1003308,26/07/2024,C101077,New,27/06/2024,Domestic,Google,GG_Jul_Brand,50,1,1,25.85,Clothing,Oversized Hoodie,1,66.6,66.6,254,120,2,On-time,No,,5.81,25,35.79,0.54,0.70,Germany,1.00
O1001740,29/04/2024,C101956,Returning,10/02/2024,EU,TikTok,TT_Apr_Creators,111,2,1,28.2,Parallettes,Steel Parallettes,1,67.37,67.37,181,45,2,On-time,No,,8.35,39,20.02,0.30,3.80,Austria,1.00
O1003150,16/07/2024,C100227,Returning,06/10/2024,Domestic,TikTok,TT_Jul_Challenge,56,1,2,14.1,Weight Vests,10kg Weighted Vest,1,111.96,111.96,84,36,2,On-time,No,,9.46,74,28.5,0.25,10.00,Germany,1.00
O1000354,26/01/2024,C100221,Returning,19/11/2024,Domestic,TikTok,TT_Jan_Creators,56,1,1,14.1,Weight Vests,20kg Weighted Vest,1,132.42,132.42,219,36,2,On-time,No,,13.51,98,20.91,0.16,20.00,Germany,1.00
O1004620,16/10/2024,C101746,New,22/12/2024,EU,Google,GG_Oct_Search,100,2,2,51.7,Workout Accessories,Athlete Backpack,2,49.9,99.8,21,67,2,On-time,No,,8.37,38,53.43,0.54,0.90,Spain,1.00
O1002514,11/06/2024,C100988,New,12/08/2024,Domestic,TikTok,TT_Jun_Challenge,111,2,1,28.2,Equipment Sets,Beginner Home Workout Set,1,143.58,143.58,69,22,1,On-time,Yes,Damaged,9,81,53.58,0.37,6.00,Germany,0.50
O1004252,25/09/2024,C100157,Returning,10/10/2024,EU,TikTok,TT_Sep_Creators,56,1,1,14.1,Weight Vests,20kg Weighted Vest,2,132.46,264.92,27,36,5,On-time,No,,19.88,196,49.04,0.19,20.00,Netherlands,2.50
O1001490,13/04/2024,C101090,Returning,26/03/2024,Domestic,Google,GG_Apr_Brand,50,1,1,25.85,Equipment Sets,Beginner Home Workout Set,1,153.27,153.27,98,22,1,On-time,No,,8.41,81,63.86,0.42,6.00,Germany,0.50
O1004013,10/09/2024,C101210,New,07/12/2024,Domestic,Organic,ORG_Sep_Direct,0,0,0,0,Parallettes,Steel Parallettes,1,67.7,67.7,50,45,2,On-time,No,,8.2,39,20.5,0.30,3.80,Germany,1.00
O1001229,28/03/2024,C101965,Returning,21/11/2024,Non-EU,Organic,ORG_Mar_Community,0,0,0,0,Bandages,Elbow Support,1,25.83,25.83,426,90,9,Late,No,,13.83,9,3,0.12,0.25,Switzerland,4.50
O1003140,15/07/2024,C101148,Returning,23/11/2024,EU,TikTok,TT_Jul_Challenge,56,1,1,14.1,Equipment Sets,Advanced Athlete Set,1,209.18,209.18,53,22,3,On-time,No,,13.51,107,88.67,0.42,9.00,France,1.50
O1003011,08/07/2024,C100522,New,09/09/2024,Non-EU,Instagram,IG_Jul_Reels,83,1,2,21.15,Clothing,Joggers,1,66.86,66.86,301,120,5,On-time,No,,16.01,21,29.85,0.45,0.60,Canada,2.50
O1005746,15/12/2024,C100862,New,05/09/2024,EU,Google,GG_Dec_Search,50,1,2,25.85,Parallettes,Wooden Parallettes,2,45.03,90.06,-2,45,2,On-time,Yes,Damaged,8.34,60,21.72,0.24,2.20,France,1.00
O1005680,12/12/2024,C100352,New,07/05/2024,Domestic,TikTok,TT_Dec_Challenge,56,1,2,14.1,Clothing,Joggers,2,70.06,140.12,-2,120,2,On-time,No,,4.77,42,93.35,0.67,0.60,Germany,1.00
O1000053,04/01/2024,C100272,Returning,26/05/2024,EU,TikTok,TT_Jan_Creators,111,2,2,28.2,Clothing,Training Tank,1,30.95,30.95,789,120,2,On-time,No,,9.42,10,11.53,0.37,0.25,Netherlands,1.00
O1004864,31/10/2024,C100097,New,09/01/2024,EU,Google,GG_Oct_Search,100,2,1,51.7,Resistance Bands,Set of 5 Resistance Bands,1,49.15,49.15,-1,75,6,Late,No,,7.62,13,28.53,0.58,0.90,Belgium,3.00
O1004319,29/09/2024,C101496,New,14/08/2024,EU,Organic,ORG_Sep_Direct,0,0,0,0,Resistance Bands,Set of 5 Resistance Bands,1,41.95,41.95,52,75,2,On-time,No,,9.18,13,19.77,0.47,0.90,Belgium,1.00
O1004035,11/09/2024,C101417,New,25/01/2024,Non-EU,Google,GG_Sep_Brand,100,2,1,51.7,Pull Up Bars,Doorway Pull-Up Bar,1,99.99,99.99,32,30,7,On-time,No,,16.29,50,33.7,0.34,4.00,Switzerland,3.50
O1003397,31/07/2024,C101328,New,02/09/2024,Domestic,Organic,ORG_Jul_Community,0,0,0,0,Static Bar,Adjustable Static Bar,1,174.5,174.5,36,18,2,On-time,No,,8.7,93,72.8,0.42,8.00,Germany,1.00
O1003733,24/08/2024,C100596,New,08/08/2024,Non-EU,TikTok,TT_Aug_SparkAds,167,3,1,42.3,Parallettes,Wooden Parallettes,1,45.42,45.42,66,45,4,On-time,No,,15.47,30,-0.05,0.00,2.20,Canada,2.00
O1001590,19/04/2024,C101624,Returning,04/07/2024,Domestic,Instagram,IG_Apr_AthleteDrop,250,3,1,63.45,Pull Up Bars,Doorway Pull-Up Bar,1,105.86,105.86,127,30,1,On-time,No,,8.46,50,47.4,0.45,4.00,Germany,0.50
O1001480,12/04/2024,C101588,Returning,08/03/2024,Domestic,Google,GG_Apr_Brand,50,1,1,25.85,Clothing,Training Tank,1,29.63,29.63,529,120,2,On-time,No,,5.73,10,13.9,0.47,0.25,Germany,1.00
O1001470,11/04/2024,C100194,Returning,28/06/2024,Non-EU,TikTok,TT_Apr_Challenge,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,111.11,111.11,159,36,5,On-time,Yes,Customs,23.91,74,13.2,0.12,10.00,Canada,2.50
O1002841,28/06/2024,C101513,New,28/09/2024,EU,Instagram,IG_Jun_Reels,167,2,1,42.3,Workout Rings,Wooden Gymnastic Rings,1,35.4,35.4,163,60,4,On-time,No,,8.84,16,10.56,0.30,1.10,Belgium,2.00
O1006027,30/12/2024,C100769,Returning,06/09/2024,Non-EU,TikTok,TT_Dec_SparkAds,111,2,1,28.2,Static Bar,Adjustable Static Bar,1,167.02,167.02,-1,18,8,On-time,No,,19.22,93,54.8,0.33,8.00,USA,4.00
O1002079,18/05/2024,C101388,New,14/08/2024,Domestic,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Dip Bars,Steel Dip Bars,1,92.03,92.03,97,27,2,On-time,No,,8.33,48,35.7,0.39,5.00,Germany,1.00
O1003528,09/08/2024,C101018,Returning,21/09/2024,EU,Instagram,IG_Aug_Giveaway,83,1,1,21.15,Clothing,Oversized Hoodie,1,70.71,70.71,217,120,4,On-time,No,,9.55,25,36.16,0.51,0.70,Sweden,2.00
O1005982,27/12/2024,C100534,New,09/11/2024,Domestic,Organic,ORG_Dec_Blog,0,0,0,0,Workout Rings,Wooden Gymnastic Rings,1,40.97,40.97,-1,60,2,On-time,No,,4.44,16,20.53,0.50,1.10,Germany,1.00
O1002657,18/06/2024,C100538,Returning,03/10/2024,EU,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Parallettes,Steel Parallettes,1,94.65,94.65,132,45,5,On-time,No,,11.86,39,43.79,0.46,3.80,Sweden,2.50
O1000437,01/02/2024,C101887,Returning,08/08/2024,Domestic,TikTok,TT_Feb_Challenge,56,1,1,14.1,Workout Accessories,Athlete Backpack,1,49.37,49.37,402,67,1,On-time,No,,5.75,19,24.62,0.50,0.90,Germany,0.50
O1002949,05/07/2024,C101011,Returning,09/05/2024,Domestic,TikTok,TT_Jul_SparkAds,56,1,1,14.1,Weight Vests,10kg Weighted Vest,1,104.47,104.47,92,36,1,On-time,No,,9.46,74,21.01,0.20,10.00,Germany,0.50
O1003971,08/09/2024,C100318,Returning,13/08/2024,Domestic,Google,GG_Sep_Shopping,50,1,1,25.85,Dip Belt,Weighted Dip Belt,1,48.41,48.41,43,37,1,On-time,No,,5.38,19,24.03,0.50,0.80,Germany,0.50
O1001589,19/04/2024,C101083,New,18/08/2024,Domestic,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Parallettes,Wooden Parallettes,1,60.81,60.81,191,45,2,On-time,No,,5.7,30,25.11,0.41,2.20,Germany,1.00
O1004464,06/10/2024,C100935,Returning,10/04/2024,Domestic,Instagram,IG_Oct_AthleteDrop,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,153.67,153.67,16,30,1,On-time,No,,7.66,78,68.01,0.44,7.00,Germany,0.50
O1001591,19/04/2024,C100475,Returning,05/08/2024,EU,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Workout Rings,Wooden Gymnastic Rings,2,46.71,93.42,254,60,2,On-time,No,,9.46,32,51.96,0.56,1.10,Italy,1.00
O1003324,27/07/2024,C100570,New,20/08/2024,Domestic,Google,GG_Jul_Brand,150,3,1,77.55,Equipment Sets,Advanced Athlete Set,2,166.37,332.74,46,22,3,On-time,No,,9.79,214,108.95,0.33,9.00,Germany,1.50
O1000974,10/03/2024,C100900,Returning,28/12/2024,EU,Instagram,IG_Mar_AthleteDrop,83,1,1,21.15,Pull Up Bars,Doorway Pull-Up Bar,1,108.68,108.68,154,30,5,On-time,No,,11.3,50,47.38,0.44,4.00,Austria,2.50
O1001239,29/03/2024,C101369,New,04/03/2024,Non-EU,Google,GG_Mar_Brand,50,1,1,25.85,Better Grip,Liquid Chalk,1,17.71,17.71,495,105,7,On-time,No,,14.18,4,-0.47,-0.03,0.35,UK,3.50
O1002343,02/06/2024,C101614,Returning,24/06/2024,Domestic,Instagram,IG_Jun_Reels,83,1,1,21.15,Weight Vests,10kg Weighted Vest,1,139.82,139.82,118,36,1,On-time,No,,8.52,74,57.3,0.41,10.00,Germany,0.50
O1003867,02/09/2024,C101824,Returning,09/06/2024,EU,TikTok,TT_Sep_Challenge,167,3,2,42.3,Dip Bars,Steel Dip Bars,1,77.3,77.3,34,27,6,Late,No,,12.02,48,17.28,0.22,5.00,Belgium,3.00
O1003668,19/08/2024,C100202,Returning,22/04/2024,EU,TikTok,TT_Aug_Creators,56,1,1,14.1,Resistance Bands,Set of 5 Resistance Bands,1,33.05,33.05,119,75,3,On-time,No,,8.77,13,11.28,0.34,0.90,Austria,1.50
O1005175,16/11/2024,C100841,New,01/05/2024,EU,Google,GG_Nov_Shopping,50,1,1,25.85,Resistance Bands,Set of 5 Resistance Bands,1,39.59,39.59,-1,75,3,On-time,No,,8.76,13,17.83,0.45,0.90,Austria,1.50
O1002232,25/05/2024,C100886,New,01/08/2024,EU,Google,GG_May_Brand,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,165.11,165.11,62,18,3,On-time,No,,12.96,93,59.15,0.36,8.00,Austria,1.50
O1002576,14/06/2024,C100015,Returning,10/05/2024,Domestic,Google,GG_Jun_Brand,100,2,1,51.7,Workout Accessories,Chalk Block,1,13.2,13.2,205,67,2,On-time,No,,5.54,4,3.66,0.28,0.30,Germany,1.00
O1001498,13/04/2024,C100592,New,01/05/2024,EU,Google,GG_Apr_Brand,100,2,1,51.7,Bandages,Wrist Wraps,1,22.61,22.61,395,90,6,Late,No,,8.2,6,8.41,0.37,0.20,Belgium,3.00
O1000450,02/02/2024,C101263,Returning,16/08/2024,EU,TikTok,TT_Feb_Creators,56,1,1,14.1,Static Bar,Adjustable Static Bar,1,146.21,146.21,107,18,4,On-time,No,,12.56,93,40.65,0.28,8.00,Spain,2.00
O1002370,03/06/2024,C100886,Returning,01/08/2024,Domestic,TikTok,TT_Jun_Challenge,56,1,1,14.1,Dip Bars,Steel Dip Bars,1,87.67,87.67,88,27,2,On-time,No,,8.02,48,31.65,0.36,5.00,Germany,1.00
O1005413,29/11/2024,C101948,New,27/08/2024,Domestic,TikTok,TT_Nov_SparkAds,111,2,2,28.2,Workout Rings,Wooden Gymnastic Rings,2,47.09,94.18,-2,60,2,On-time,No,,6.19,32,55.99,0.59,1.10,Germany,1.00
O1002423,06/06/2024,C100327,Returning,04/02/2024,EU,TikTok,TT_Jun_Creators,56,1,1,14.1,Pull Up Bars,Outdoor Pull-Up Bar,1,132.11,132.11,96,30,2,On-time,No,,12.39,78,41.72,0.32,7.00,Austria,1.00
O1005447,01/12/2024,C100300,New,15/10/2024,Domestic,Instagram,IG_Dec_Reels,83,1,1,21.15,Pull Up Bars,Outdoor Pull-Up Bar,1,104.78,104.78,-1,30,2,On-time,No,,9.34,78,17.44,0.17,7.00,Germany,1.00
O1004906,02/11/2024,C101355,New,27/01/2024,Domestic,Google,GG_Nov_Brand,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,174.61,174.61,-1,18,3,On-time,No,,8.92,93,72.69,0.42,8.00,Germany,1.50
O1001552,17/04/2024,C101356,Returning,08/11/2024,Domestic,TikTok,TT_Apr_SparkAds,56,1,2,14.1,Equipment Sets,Advanced Athlete Set,1,185.62,185.62,96,22,2,On-time,No,,7.76,107,70.86,0.38,9.00,Germany,1.00
O1005378,27/11/2024,C100910,Returning,08/02/2024,Non-EU,Organic,ORG_Nov_Direct,0,0,0,0,Dip Belt,Weighted Dip Belt,1,43.16,43.16,-1,37,11,Late,No,,13.06,19,11.1,0.26,0.80,USA,5.50
O1001147,22/03/2024,C100426,New,23/05/2024,Non-EU,Google,GG_Mar_Shopping,50,1,1,25.85,Clothing,Oversized Hoodie,1,70.85,70.85,584,120,9,Late,No,,14.79,25,31.06,0.44,0.70,Australia,4.50
O1003820,30/08/2024,C101138,New,13/04/2024,Domestic,Google,GG_Aug_Search,50,1,1,25.85,Static Bar,Adjustable Static Bar,1,163.42,163.42,24,18,1,On-time,No,,9.62,93,60.8,0.37,8.00,Germany,0.50
O1002093,19/05/2024,C101631,New,24/08/2024,EU,TikTok,TT_May_Challenge,111,2,1,28.2,Clothing,Performance T-Shirt,1,41.41,41.41,432,120,4,On-time,No,,8.75,11,21.66,0.52,0.30,Belgium,2.00
O1001314,02/04/2024,C100081,Returning,31/07/2024,Domestic,Instagram,IG_Apr_Reels,83,1,1,21.15,Clothing,Training Tank,1,33.37,33.37,556,120,2,On-time,No,,4.88,10,18.49,0.55,0.25,Germany,1.00
O1002016,15/05/2024,C101199,Returning,03/03/2024,EU,Google,GG_May_Brand,50,1,1,25.85,Parallettes,Steel Parallettes,3,73.62,220.86,164,45,4,On-time,No,,9.71,117,94.15,0.43,3.80,Austria,2.00
O1003342,27/07/2024,C100611,Returning,09/10/2024,Domestic,TikTok,TT_Jul_Challenge,56,1,1,14.1,Pull Up Bars,Outdoor Pull-Up Bar,2,154.92,309.84,61,30,2,On-time,No,,7.55,156,146.29,0.47,7.00,Germany,1.00
O1002789,25/06/2024,C101060,Returning,14/10/2024,Domestic,Instagram,IG_Jun_Giveaway,83,1,1,21.15,Resistance Bands,Set of 5 Resistance Bands,2,47.56,95.12,208,75,1,On-time,No,,5.44,26,63.68,0.67,0.90,Germany,0.50
O1004220,22/09/2024,C101692,New,29/02/2024,Non-EU,Google,GG_Sep_Shopping,100,2,1,51.7,Pull Up Bars,Doorway Pull-Up Bar,2,104.99,209.98,24,30,7,On-time,No,,17.21,100,92.77,0.44,4.00,Australia,3.50
O1001382,05/04/2024,C101695,Returning,06/02/2024,Non-EU,Instagram,IG_Apr_AthleteDrop,83,1,1,21.15,Clothing,Joggers,1,54.03,54.03,548,120,6,On-time,No,,12.93,21,20.1,0.37,0.60,Switzerland,3.00
O1003321,26/07/2024,C101089,Returning,14/07/2024,Domestic,Organic,ORG_Jul_Community,0,0,0,0,Weight Vests,10kg Weighted Vest,1,102.43,102.43,76,36,1,On-time,No,,10.06,74,18.37,0.18,10.00,Germany,0.50
O1000414,30/01/2024,C101036,Returning,23/11/2024,Domestic,TikTok,TT_Jan_SparkAds,111,2,1,28.2,Clothing,Performance T-Shirt,1,39.87,39.87,721,120,1,On-time,No,,5.45,11,23.42,0.59,0.30,Germany,0.50
O1000942,08/03/2024,C101077,New,27/06/2024,Domestic,TikTok,TT_Mar_Creators,56,1,1,14.1,Pull Up Bars,Outdoor Pull-Up Bar,1,120.45,120.45,155,30,3,On-time,No,,8.42,78,34.03,0.28,7.00,Germany,1.50
O1000802,28/02/2024,C101776,Returning,24/01/2024,Non-EU,Instagram,IG_Feb_AthleteDrop,83,1,1,21.15,Bandages,Elbow Support,1,26.34,26.34,483,90,6,On-time,No,,9.95,9,7.39,0.28,0.25,Norway,3.00
O1005081,12/11/2024,C101852,New,10/08/2024,Domestic,Google,GG_Nov_Brand,50,1,2,25.85,Bandages,Elbow Support,1,27.56,27.56,-1,90,3,On-time,No,,6.63,9,11.93,0.43,0.25,Germany,1.50
O1005808,18/12/2024,C101822,Returning,01/04/2024,EU,TikTok,TT_Dec_Creators,56,1,1,14.1,Clothing,Performance T-Shirt,1,35.53,35.53,-1,120,2,On-time,No,,6.44,11,18.09,0.51,0.30,Sweden,1.00
O1000257,19/01/2024,C101849,Returning,18/09/2024,Domestic,Instagram,IG_Jan_Reels,83,1,1,21.15,Better Grip,Liquid Chalk,1,14.84,14.84,656,105,3,On-time,No,,5.73,4,5.11,0.34,0.35,Germany,1.50
O1005956,26/12/2024,C101619,Returning,27/10/2024,Domestic,Instagram,IG_Dec_Giveaway,83,1,1,21.15,Bandages,Wrist Wraps,1,21.17,21.17,-1,90,3,On-time,No,,4.5,6,10.67,0.50,0.20,Germany,1.50
O1002236,26/05/2024,C101316,Returning,07/05/2024,Domestic,Organic,ORG_May_Direct,0,0,0,0,Pull Up Bars,Outdoor Pull-Up Bar,2,139.72,279.44,102,30,1,On-time,No,,7.65,156,115.79,0.41,7.00,Germany,0.50
O1000648,17/02/2024,C101971,Returning,16/08/2024,Non-EU,Instagram,IG_Feb_Reels,167,2,2,42.3,Workout Accessories,Chalk Block,1,15.04,15.04,379,67,8,On-time,No,,13.72,4,-2.68,-0.18,0.30,Norway,4.00
O1001768,01/05/2024,C101387,Returning,19/08/2024,EU,Instagram,IG_May_AthleteDrop,83,1,1,21.15,Weight Vests,10kg Weighted Vest,1,109.67,109.67,143,36,3,On-time,No,,13.48,74,22.19,0.20,10.00,Belgium,1.50
O1004149,18/09/2024,C101723,New,27/02/2024,EU,TikTok,TT_Sep_Creators,167,3,1,42.3,Clothing,Performance T-Shirt,1,34.01,34.01,112,120,3,On-time,No,,7.89,11,15.12,0.44,0.30,Italy,1.50
O1002550,12/06/2024,C101581,Returning,03/01/2024,Domestic,TikTok,TT_Jun_Challenge,56,1,1,14.1,Workout Accessories,Athlete Backpack,2,59.18,118.36,207,67,2,On-time,No,,5.23,38,75.13,0.63,0.90,Germany,1.00
O1004415,03/10/2024,C100603,New,14/03/2024,EU,TikTok,TT_Oct_Creators,167,3,1,42.3,Weight Vests,10kg Weighted Vest,1,103.58,103.58,22,36,4,On-time,No,,14.39,74,15.19,0.15,10.00,Spain,2.00
O1002688,20/06/2024,C100290,New,14/12/2024,EU,TikTok,TT_Jun_SparkAds,56,1,2,14.1,Static Bar,Adjustable Static Bar,1,143.68,143.68,52,18,5,On-time,No,,13.03,93,37.65,0.26,8.00,Netherlands,2.50
O1000025,03/01/2024,C100598,Returning,26/11/2024,EU,TikTok,TT_Jan_SparkAds,111,2,1,28.2,Parallettes,Wooden Parallettes,1,48.66,48.66,297,45,4,On-time,Yes,Damaged,7.74,30,10.92,0.22,2.20,Poland,2.00
O1001089,17/03/2024,C101871,New,23/10/2024,Domestic,Organic,ORG_Mar_Direct,0,0,0,0,Weight Vests,20kg Weighted Vest,1,135.38,135.38,179,36,3,On-time,No,,14.67,98,22.71,0.17,20.00,Germany,1.50
O1002900,02/07/2024,C100698,New,07/08/2024,Domestic,Organic,ORG_Jul_Blog,0,0,0,0,Pull Up Bars,Doorway Pull-Up Bar,1,83.32,83.32,79,30,1,On-time,No,,8.35,50,24.97,0.30,4.00,Germany,0.50
O1002692,20/06/2024,C100036,New,20/02/2024,Domestic,TikTok,TT_Jun_Creators,111,2,1,28.2,Clothing,Oversized Hoodie,1,77.73,77.73,348,120,2,On-time,No,,5.35,25,47.38,0.61,0.70,Germany,1.00
O1000113,08/01/2024,C100334,New,15/02/2024,EU,Organic,ORG_Jan_Community,0,0,0,0,Parallettes,Wooden Parallettes,1,48.07,48.07,292,45,3,On-time,No,,8.77,30,9.3,0.19,2.20,Netherlands,1.50
O1002312,31/05/2024,C101342,Returning,06/12/2024,Non-EU,TikTok,TT_May_Creators,56,1,1,14.1,Bandages,Wrist Wraps,1,16.96,16.96,300,90,5,On-time,No,,15.99,6,-5.03,-0.30,0.20,Norway,2.50
O1004164,19/09/2024,C100161,New,02/03/2024,Non-EU,Organic,ORG_Sep_Blog,0,0,0,0,Parallettes,Wooden Parallettes,1,65.07,65.07,41,45,12,Late,No,,12.21,30,22.86,0.35,2.20,Australia,6.00
O1000057,05/01/2024,C100512,Returning,18/11/2024,Non-EU,TikTok,TT_Jan_Creators,56,1,1,14.1,Clothing,Joggers,2,50.7,101.4,785,120,8,On-time,No,,10.72,42,48.68,0.48,0.60,Canada,4.00
O1001310,02/04/2024,C101288,Returning,05/02/2024,Non-EU,Google,GG_Apr_Search,100,2,2,51.7,Bandages,Wrist Wraps,3,17.75,53.25,415,90,4,On-time,No,,9.73,18,25.52,0.48,0.20,Australia,2.00
O1000696,20/02/2024,C101461,Returning,06/09/2024,EU,Instagram,IG_Feb_AthleteDrop,83,1,1,21.15,Parallettes,Wooden Parallettes,2,45.1,90.2,248,45,3,On-time,No,,10.73,60,19.47,0.22,2.20,Austria,1.50
O1004411,03/10/2024,C101021,Returning,04/04/2024,EU,Instagram,IG_Oct_AthleteDrop,83,1,1,21.15,Workout Accessories,Chalk Block,1,14.74,14.74,41,67,4,On-time,No,,9.9,4,0.84,0.06,0.30,Italy,2.00
O1001228,28/03/2024,C100170,Returning,07/05/2024,Domestic,Google,GG_Mar_Shopping,50,1,1,25.85,Parallettes,Wooden Parallettes,2,68.98,137.96,212,45,1,On-time,No,,6.39,60,71.57,0.52,2.20,Germany,0.50
O1002000,14/05/2024,C101558,Returning,16/04/2024,EU,TikTok,TT_May_Challenge,56,1,1,14.1,Equipment Sets,Advanced Athlete Set,1,157.7,157.7,83,22,3,On-time,No,,11.75,107,38.95,0.25,9.00,France,1.50
O1000277,21/01/2024,C101333,Returning,29/01/2024,Domestic,Google,GG_Jan_Shopping,50,1,1,25.85,Pull Up Bars,Doorway Pull-Up Bar,3,70.42,211.26,184,30,1,On-time,No,,6.2,150,55.06,0.26,4.00,Germany,0.50
O1004353,30/09/2024,C100606,Returning,07/01/2024,Non-EU,Google,GG_Sep_Search,50,1,1,25.85,Equipment Sets,Beginner Home Workout Set,1,123.81,123.81,15,22,8,On-time,Yes,Other,17.16,81,25.65,0.21,6.00,Canada,4.00
O1002973,06/07/2024,C100421,New,15/12/2024,Domestic,Google,GG_Jul_Search,100,2,1,51.7,Better Grip,Liquid Chalk,1,11.38,11.38,268,105,1,On-time,No,,4.75,4,2.63,0.23,0.35,Germany,0.50
O1001834,04/05/2024,C100773,Returning,01/11/2024,EU,Google,GG_May_Brand,100,2,1,51.7,Workout Rings,Wooden Gymnastic Rings,1,38.56,38.56,236,60,2,On-time,No,,8.15,16,14.41,0.37,1.10,France,1.00
O1000683,19/02/2024,C101968,Returning,28/01/2024,Domestic,Organic,ORG_Feb_Direct,0,0,0,0,Pull Up Bars,Outdoor Pull-Up Bar,1,103.79,103.79,167,30,2,On-time,No,,7.52,78,18.27,0.18,7.00,Germany,1.00
O1003208,19/07/2024,C100882,Returning,25/07/2024,Domestic,Organic,ORG_Jul_Direct,0,0,0,0,Equipment Sets,Advanced Athlete Set,1,200.59,200.59,51,22,2,On-time,No,,9.37,107,84.22,0.42,9.00,Germany,1.00
